day,hour,track_id,track_name,artist_id,artist_name,acousticness,danceability,energy,liveness,loudness,instrumentalness,speechiness,tempo,valence,duration(ms),mode,key
2023-01-25,16,39qZBQdOWjUWgsw3PzdAw7,Be Ready,3kPEBSt7qgVoRZSbIXMr7W,GRAY,0.136,0.788,0.633,0.3,-6.173,0.0,0.184,99.941,0.81,177520,1,0
2023-01-25,16,0sYvJlRT30wMkYks9NtaKM,Shout It Out,7aZ221EQfonNG2lO9Hh192,KARA,0.0257,0.735,0.888,0.329,-3.502,8.32e-06,0.0382,124.029,0.662,199027,0,5
2023-01-25,16,6qItx3M2IZbXBKRnptbnHM,Eyes On You,7qmpXeNz2ojlMl2EEfkeLs,Nicky Youre,0.117,0.729,0.786,0.265,-4.357,0.0,0.0389,131.906,0.729,177372,1,10
2023-01-25,16,1lkbr5SIokNTGFELm7BE9d,Sunny Shower (feat. Colde),0BqRGrwqndrtNkojXiqIzL,Whee In,0.728,0.767,0.327,0.134,-9.486,1.06e-06,0.034,115.001,0.518,213000,1,7
2023-01-25,15,087TC6IfJ8z7fBItvglRRs,Loveable,3LFFf4EpKn2krneZ9vozyz,JO YURI,0.199,0.746,0.559,0.0455,-4.556,0.0,0.0473,92.933,0.734,176253,1,1
2023-01-25,15,20qWdEnQoDGTrucU82CzAS,Eye To Eye,1mDDvUPSs2dSr4QKAQmOql,LIMELIGHT,0.00475,0.667,0.739,0.152,-4.059,7.72e-06,0.0622,100.009,0.266,207707,0,7
2023-01-25,15,3cfb7CpiVat3Y53EyhpwNz,Lay Low,4ur1jCwyNlhgd0viJkOtcQ,YooA,0.138,0.739,0.786,0.103,-2.735,4.99e-06,0.0397,142.04,0.966,168573,1,1
2023-01-25,15,5CMm90wlmUrlVupJVsyWQb,Deep Blue Doubt,1rvnJJghrxl1xakJZct08m,Sam Ryder,0.0286,0.606,0.857,0.0804,-4.034,0.0,0.254,137.026,0.281,235040,1,2
2023-01-25,15,2OUJj5upivZyb4mUCEoQp7,Don't Cry For Me,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,0.00767,0.607,0.698,0.295,-5.511,0.000101,0.0362,123.942,0.219,199516,1,8
2023-01-25,15,1oy2B6xsqSwCRBBynYtaUl,Hot & Cold,6iVo62B0bdTknRcrktCmak,KAI,0.0453,0.736,0.769,0.163,-5.287,0.000227,0.258,104.094,0.863,207173,1,11
2023-01-25,15,5PY9fTLp4MPXsbeRouS8gd,More Love,3VRyybsQu0MDG0F2LBxnv7,Noizu,0.00373,0.572,0.951,0.318,-4.566,0.0529,0.0504,123.984,0.276,191613,0,6
2023-01-25,15,2ZzHR2sOKAOKyN8efCa69E,Move,6T5tfhQCknKG4UnH90qGnz,DNCE,0.00214,0.739,0.788,0.284,-6.403,0.000442,0.0367,119.986,0.898,156116,0,7
2023-01-25,15,1EI12J2m1VnzHwFsLmHuDj,Croquis,0qr7Rhj0yU7BPySYecNUlm,KWON EUN BI,0.145,0.896,0.695,0.146,-3.595,0.0,0.13,121.998,0.773,187613,0,6
2023-01-25,15,7aQOA3ggmKpjleEtabVYbI,POPPY - Japanese Ver.,01XYiBYaoMJcNhPokrg0l0,STAYC,0.314,0.819,0.709,0.13,-5.351,0.0,0.0382,126.001,0.638,179867,0,4
2023-01-25,15,2NasBeuUvM5gGtq6EI7j38,PEAKY,1NdpjvRYsY6cwAVX9YWzAB,Genie High,0.0339,0.584,0.891,0.314,-2.674,0.000394,0.0443,146.851,0.84,225850,1,2
2023-01-25,15,42Jasod5nyqMk7djLdYXk0,Scarecrow (Feat. WONSTEIN),6ClAFFqc8VEOKSGTrvy8V5,Ku One Chan,0.748,0.905,0.467,0.0854,-6.327,9.92e-05,0.04,92.001,0.831,235538,0,6
2023-01-25,15,0EIgCM5mScspP2MnSq2WCT,Orihime,0bp9CvkjQYhUJvWRHjFRWI,WEDNESDAY CAMPANELLA,0.0907,0.789,0.912,0.329,-4.458,3.64e-05,0.0665,123.028,0.672,164577,0,6
2023-01-25,15,6KEvcaUQJaEixPd581OraO,Melody,4ur1jCwyNlhgd0viJkOtcQ,YooA,0.392,0.756,0.84,0.201,-3.34,0.000822,0.0711,99.021,0.731,159253,0,11
2023-01-25,15,3FN3jsZTdt5sU6NRcIgUKK,Radio,1IueXOQyABrMOprrzwQJWN,Sigala,0.0431,0.737,0.866,0.099,-4.749,0.000143,0.0415,126.019,0.868,195263,0,7
2023-01-25,15,35ytd9cmG15jXG0RKWC9p4,Graduation,1gBUSTR3TyDdTVFIaQnc02,NCT DREAM,0.426,0.4,0.663,0.141,-4.642,0.0,0.0712,169.772,0.41,237093,1,6
2023-01-25,15,2GOrO1x1nBH8B63YF774QY,DANCE ON,1mgzY8CsK8lyJy96tT8bV5,ALICE,0.152,0.708,0.876,0.0737,-2.224,0.0,0.0883,124.024,0.819,217240,1,10
2023-01-25,15,4JsFts1E9x2pAo1EVks1T6,Thunder,4XgL05GiIZGJev3EwBnbsE,Madison Rose,0.0234,0.629,0.805,0.184,-5.267,5.02e-06,0.0391,126.043,0.582,207619,0,6
